"Alt" "Sex" "Age" "Method" "OT" "ANT" "Offset" "Hunter" "Month" "MonthCalendar" "Year"
"1356" "3" "F" "A" "Escopeta" 0 1 3 "HUNT42" 13 10 2011
"1357" "3" "M" "Y" "Escopeta" 0 0 3 "HUNT42" 13 10 2011
"1358" "3" "F" "Y" "Escopeta" 0 1 3 "HUNT42" 13 10 2011
"1359" "3" "F" "A" "Trampa" 1 4 2 "HUNT42" 14 11 2011
"1360" "3" "M" "A" "Trampa" 1 9 2 "HUNT42" 14 11 2011
"1361" "3" "F" "Y" "Trampa" 0 2 2 "HUNT42" 14 11 2011
"1362" "3" "M" "Y" "Trampa" 0 1 2 "HUNT42" 14 11 2011
"1363" "3" "F" "A" "Trampa" 1 16 3 "HUNT42" 15 12 2011
"1364" "3" "M" "A" "Trampa" 0 8 3 "HUNT42" 15 12 2011
"1365" "3" "F" "Y" "Trampa" 0 2 3 "HUNT42" 15 12 2011
"1366" "3" "M" "Y" "Trampa" 0 0 3 "HUNT42" 15 12 2011
"1367" "3" "F" "A" "Trampa" 0 8 2 "HUNT42" 16 1 2012
"1368" "3" "M" "A" "Trampa" 0 5 2 "HUNT42" 16 1 2012
"1369" "3" "F" "Y" "Trampa" 0 1 2 "HUNT42" 16 1 2012
"1370" "3" "M" "Y" "Trampa" 0 0 2 "HUNT42" 16 1 2012
"1371" "3" "F" "A" "Escopeta" 0 1 2 "HUNT42" 16 1 2012
"1372" "3" "M" "A" "Escopeta" 0 2 2 "HUNT42" 16 1 2012
"1373" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT42" 16 1 2012
"1374" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT42" 16 1 2012
"1375" "3" "F" "A" "Trampa" 0 1 1 "HUNT42" 17 3 2012
"1376" "3" "M" "A" "Trampa" 0 0 1 "HUNT42" 17 3 2012
"1377" "3" "F" "A" "Escopeta" 1 4 1 "HUNT42" 17 3 2012
"1378" "3" "M" "A" "Escopeta" 0 2 1 "HUNT42" 17 3 2012
"1379" "3" "M" "A" "Escopeta" 0 2 1 "HUNT42" 19 5 2012
"1380" "3" "F" "A" "Escopeta" 0 8 1 "HUNT42" 19 5 2012
"1381" "3" "M" "Y" "Escopeta" 0 0 1 "HUNT42" 19 5 2012
"1382" "3" "F" "Y" "Escopeta" 0 2 1 "HUNT42" 19 5 2012
"1383" "3" "M" "A" "Trampa" 2 6 3 "HUNT42" 20 6 2012
"1384" "3" "F" "A" "Trampa" 0 14 3 "HUNT42" 20 6 2012
"1385" "3" "M" "Y" "Trampa" 0 1 3 "HUNT42" 20 6 2012
"1386" "3" "F" "Y" "Trampa" 0 0 3 "HUNT42" 20 6 2012
"1387" "3" "M" "A" "Escopeta" 0 1 3 "HUNT42" 20 6 2012
"1388" "3" "F" "A" "Escopeta" 0 3 3 "HUNT42" 20 6 2012
"1389" "3" "M" "Y" "Escopeta" 0 0 3 "HUNT42" 20 6 2012
"1390" "3" "F" "Y" "Escopeta" 0 1 3 "HUNT42" 20 6 2012
"1391" "3" "F" "A" "Trampa" 0 12 2 "HUNT42" 21 7 2012
"1392" "3" "M" "A" "Trampa" 0 5 2 "HUNT42" 21 7 2012
"1393" "3" "F" "Y" "Trampa" 0 2 2 "HUNT42" 21 7 2012
"1394" "3" "M" "Y" "Trampa" 0 0 2 "HUNT42" 21 7 2012
"1395" "3" "F" "A" "Escopeta" 0 0 2 "HUNT42" 21 7 2012
"1396" "3" "M" "A" "Escopeta" 1 1 2 "HUNT42" 21 7 2012
"1397" "3" "F" "Y" "Escopeta" 1 0 2 "HUNT42" 21 7 2012
"1398" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT42" 21 7 2012
"1399" "3" "F" "A" "Trampa" 0 15 2 "HUNT42" 22 8 2012
"1400" "3" "M" "A" "Trampa" 0 5 2 "HUNT42" 22 8 2012
"1401" "3" "F" "Y" "Trampa" 0 1 2 "HUNT42" 22 8 2012
"1402" "3" "M" "Y" "Trampa" 0 0 2 "HUNT42" 22 8 2012
"1403" "4" "F" "A" "Escopeta" 0 7 2 "HUNT42" 23 10 2012
"1404" "3" "F" "A" "Escopeta" 0 7 2 "HUNT42" 23 10 2012
"1405" "4" "M" "A" "Escopeta" 1 2 2 "HUNT42" 23 10 2012
"1406" "3" "M" "A" "Escopeta" 0 2 2 "HUNT42" 23 10 2012
"1407" "4" "F" "A" "Escopeta" 3 2 1 "HUNT42" 24 11 2012
"1408" "4" "M" "A" "Escopeta" 0 3 1 "HUNT42" 24 11 2012
"1409" "4" "F" "Y" "Escopeta" 0 1 1 "HUNT42" 24 11 2012
"1410" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT42" 24 11 2012
"1411" "4" "F" "A" "Escopeta" 0 6 1 "HUNT42" 25 12 2012
"1412" "4" "M" "A" "Escopeta" 0 3 1 "HUNT42" 25 12 2012
"1413" "4" "F" "Y" "Escopeta" 0 2 1 "HUNT42" 25 12 2012
"1414" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT42" 25 12 2012
"1415" "3" "F" "A" "Trampa" 1 3 3 "HUNT42" 26 2 2013
"1416" "3" "M" "A" "Trampa" 0 1 3 "HUNT42" 26 2 2013
"1417" "3" "F" "Y" "Trampa" 0 0 3 "HUNT42" 26 2 2013
"1418" "3" "M" "Y" "Trampa" 0 0 3 "HUNT42" 26 2 2013
"1419" "3" "F" "A" "Escopeta" 0 7 3 "HUNT42" 26 2 2013
"1420" "3" "M" "A" "Escopeta" 0 4 3 "HUNT42" 26 2 2013
"1421" "3" "F" "Y" "Escopeta" 1 3 3 "HUNT42" 26 2 2013
"1422" "3" "M" "Y" "Escopeta" 1 0 3 "HUNT42" 26 2 2013
"1423" "3" "M" "A" "Trampa" 0 6 2 "HUNT42" 27 3 2013
"1424" "3" "F" "A" "Trampa" 0 3 2 "HUNT42" 27 3 2013
"1425" "3" "M" "Y" "Trampa" 0 0 2 "HUNT42" 27 3 2013
"1426" "3" "F" "Y" "Trampa" 0 0 2 "HUNT42" 27 3 2013
"1427" "3" "M" "A" "Escopeta" 0 0 2 "HUNT42" 27 3 2013
"1428" "3" "F" "A" "Escopeta" 0 1 2 "HUNT42" 27 3 2013
"1429" "3" "M" "Y" "Escopeta" 0 2 2 "HUNT42" 27 3 2013
"1430" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT42" 27 3 2013
"1431" "1" "F" "Y" "Trampa" 2 0 1 "HUNT43" 7 4 2011
"1432" "1" "F" "Y" "Trampa" 1 0 1 "HUNT43" 32 8 2013
"1433" "1" "F" "A" "Escopeta" 4 0 3 "HUNT44" 17 3 2012
"1434" "2" "F" "A" "Escopeta" 1 3 3 "HUNT44" 17 3 2012
"1435" "3" "F" "A" "Escopeta" 2 5 3 "HUNT44" 17 3 2012
"1436" "1" "M" "A" "Escopeta" 1 0 3 "HUNT44" 17 3 2012
"1437" "2" "M" "A" "Escopeta" 1 0 3 "HUNT44" 17 3 2012
"1438" "3" "M" "A" "Escopeta" 0 0 3 "HUNT44" 17 3 2012
"1439" "1" "F" "Y" "Escopeta" 0 0 3 "HUNT44" 17 3 2012
"1440" "2" "F" "Y" "Escopeta" 1 0 3 "HUNT44" 17 3 2012
"1441" "3" "F" "Y" "Escopeta" 0 0 3 "HUNT44" 17 3 2012
"1442" "1" "M" "Y" "Escopeta" 0 0 3 "HUNT44" 17 3 2012
"1443" "2" "M" "Y" "Escopeta" 0 0 3 "HUNT44" 17 3 2012
"1444" "3" "M" "Y" "Escopeta" 0 0 3 "HUNT44" 17 3 2012
"1445" "2" "F" "A" "Escopeta" 0 10 2 "HUNT44" 18 4 2012
"1446" "2" "M" "A" "Escopeta" 0 4 2 "HUNT44" 18 4 2012
"1447" "2" "F" "Y" "Escopeta" 0 1 2 "HUNT44" 18 4 2012
"1448" "2" "M" "Y" "Escopeta" 0 0 2 "HUNT44" 18 4 2012
"1449" "2" "F" "A" "Escopeta" 0 4 4 "HUNT44" 19 5 2012
"1450" "1" "F" "A" "Escopeta" 1 14 4 "HUNT44" 19 5 2012
"1451" "2" "M" "A" "Escopeta" 0 2 4 "HUNT44" 19 5 2012
"1452" "1" "M" "A" "Escopeta" 0 8 4 "HUNT44" 19 5 2012
"1453" "2" "F" "Y" "Escopeta" 0 0 4 "HUNT44" 19 5 2012
"1454" "1" "F" "Y" "Escopeta" 0 1 4 "HUNT44" 19 5 2012
"1455" "2" "M" "Y" "Escopeta" 0 0 4 "HUNT44" 19 5 2012
"1456" "1" "M" "Y" "Escopeta" 0 0 4 "HUNT44" 19 5 2012
"1457" "1" "F" "A" "Trampa" 5 2 2 "HUNT44" 20 6 2012
"1458" "1" "M" "A" "Trampa" 5 1 2 "HUNT44" 20 6 2012
"1459" "1" "F" "Y" "Trampa" 0 0 2 "HUNT44" 20 6 2012
"1460" "1" "M" "Y" "Trampa" 0 1 2 "HUNT44" 20 6 2012
"1461" "1" "F" "A" "Trampa" 2 8 3 "HUNT44" 21 7 2012
"1462" "1" "M" "A" "Trampa" 2 8 3 "HUNT44" 21 7 2012
"1463" "1" "F" "A" "Trampa" 7 4 3 "HUNT44" 22 8 2012
"1464" "1" "M" "A" "Trampa" 0 6 3 "HUNT44" 22 8 2012
"1465" "1" "F" "Y" "Trampa" 0 1 3 "HUNT44" 22 8 2012
"1466" "1" "M" "Y" "Trampa" 0 2 3 "HUNT44" 22 8 2012
"1467" "1" "F" "A" "Trampa" 4 2 4 "HUNT45" 10 7 2011
"1468" "2" "F" "A" "Trampa" 1 6 4 "HUNT45" 10 7 2011
"1469" "1" "M" "A" "Trampa" 2 0 4 "HUNT45" 10 7 2011
"1470" "2" "M" "A" "Trampa" 1 0 4 "HUNT45" 10 7 2011
"1471" "1" "F" "Y" "Trampa" 1 0 4 "HUNT45" 10 7 2011
"1472" "2" "F" "Y" "Trampa" 0 0 4 "HUNT45" 10 7 2011
"1473" "1" "M" "Y" "Trampa" 0 0 4 "HUNT45" 10 7 2011
"1474" "2" "M" "Y" "Trampa" 0 0 4 "HUNT45" 10 7 2011
"1475" "2" "F" "A" "Trampa" 2 1 1 "HUNT45" 11 8 2011
"1476" "2" "M" "A" "Trampa" 0 3 1 "HUNT45" 11 8 2011
"1477" "7" "F" "A" "Trampa" 1 6 2 "HUNT46" 1 8 2010
"1478" "7" "M" "A" "Trampa" 2 5 2 "HUNT46" 1 8 2010
"1479" "7" "F" "A" "Escopeta" 2 0 2 "HUNT46" 1 8 2010
"1480" "7" "M" "A" "Escopeta" 1 0 2 "HUNT46" 1 8 2010
"1481" "7" "F" "A" "Trampa" 1 11 2 "HUNT46" 2 9 2010
"1482" "7" "M" "A" "Trampa" 0 10 2 "HUNT46" 2 9 2010
"1483" "7" "F" "A" "Escopeta" 0 2 2 "HUNT46" 2 9 2010
"1484" "7" "M" "A" "Escopeta" 1 0 2 "HUNT46" 2 9 2010
"1485" "7" "M" "Y" "Escopeta" 1 0 4 "HUNT46" 3 10 2010
"1486" "7" "F" "Y" "Escopeta" 0 0 4 "HUNT46" 3 10 2010
"1487" "7" "M" "A" "Escopeta" 0 0 4 "HUNT46" 3 10 2010
"1488" "7" "F" "A" "Escopeta" 0 0 4 "HUNT46" 3 10 2010
"1489" "7" "M" "Y" "Trampa" 0 0 4 "HUNT46" 3 10 2010
"1490" "7" "F" "Y" "Trampa" 0 0 4 "HUNT46" 3 10 2010
"1491" "7" "M" "A" "Trampa" 0 13 4 "HUNT46" 3 10 2010
"1492" "7" "F" "A" "Trampa" 0 15 4 "HUNT46" 3 10 2010
"1493" "7" "F" "A" "Trampa" 0 12 3 "HUNT46" 4 11 2010
"1494" "7" "M" "A" "Trampa" 0 5 3 "HUNT46" 4 11 2010
"1495" "7" "F" "Y" "Trampa" 0 1 3 "HUNT46" 4 11 2010
"1496" "7" "M" "Y" "Trampa" 0 4 3 "HUNT46" 4 11 2010
"1497" "7" "F" "A" "Escopeta" 1 6 3 "HUNT46" 4 11 2010
"1498" "7" "M" "A" "Escopeta" 1 2 3 "HUNT46" 4 11 2010
"1499" "7" "F" "Y" "Escopeta" 0 0 3 "HUNT46" 4 11 2010
"1500" "7" "M" "Y" "Escopeta" 0 1 3 "HUNT46" 4 11 2010
"1501" "7" "F" "A" "Trampa" 0 8 2 "HUNT46" 8 5 2011
"1502" "7" "M" "A" "Trampa" 0 5 2 "HUNT46" 8 5 2011
"1503" "7" "F" "A" "Escopeta" 0 2 2 "HUNT46" 8 5 2011
"1504" "7" "M" "A" "Escopeta" 0 5 2 "HUNT46" 8 5 2011
"1505" "7" "F" "A" "Escopeta" 4 5 2 "HUNT46" 9 6 2011
"1506" "7" "M" "A" "Escopeta" 0 2 2 "HUNT46" 9 6 2011
"1507" "7" "F" "Y" "Escopeta" 0 2 2 "HUNT46" 9 6 2011
"1508" "7" "M" "Y" "Escopeta" 0 1 2 "HUNT46" 9 6 2011
"1509" "7" "F" "A" "Trampa" 0 1 2 "HUNT46" 9 6 2011
"1510" "7" "M" "A" "Trampa" 0 0 2 "HUNT46" 9 6 2011
"1511" "7" "F" "Y" "Trampa" 0 0 2 "HUNT46" 9 6 2011
"1512" "7" "M" "Y" "Trampa" 0 0 2 "HUNT46" 9 6 2011
"1513" "7" "F" "A" "Escopeta" 5 6 3 "HUNT46" 10 7 2011
"1514" "7" "M" "A" "Escopeta" 1 3 3 "HUNT46" 10 7 2011
"1515" "7" "F" "A" "Trampa" 1 2 3 "HUNT46" 10 7 2011
"1516" "7" "M" "A" "Trampa" 0 0 3 "HUNT46" 10 7 2011
"1517" "7" "F" "A" "Trampa" 0 6 2 "HUNT46" 11 8 2011
"1518" "7" "M" "A" "Trampa" 0 4 2 "HUNT46" 11 8 2011
"1519" "7" "F" "A" "Escopeta" 2 4 2 "HUNT46" 11 8 2011
"1520" "7" "M" "A" "Escopeta" 3 0 2 "HUNT46" 11 8 2011
"1521" "7" "F" "A" "Trampa" 2 11 1 "HUNT46" 12 9 2011
"1522" "7" "F" "A" "Trampa" 0 3 1 "HUNT46" 13 10 2011
"1523" "7" "M" "A" "Trampa" 0 3 1 "HUNT46" 13 10 2011
"1524" "7" "F" "Y" "Trampa" 0 1 1 "HUNT46" 13 10 2011
"1525" "7" "M" "Y" "Trampa" 0 0 1 "HUNT46" 13 10 2011
"1526" "7" "F" "A" "Escopeta" 1 0 1 "HUNT46" 13 10 2011
"1527" "7" "M" "A" "Escopeta" 1 0 1 "HUNT46" 13 10 2011
"1528" "7" "F" "Y" "Escopeta" 0 1 1 "HUNT46" 13 10 2011
"1529" "7" "M" "Y" "Escopeta" 0 1 1 "HUNT46" 13 10 2011
"1530" "7" "F" "A" "Trampa" 0 1 1 "HUNT46" 15 12 2011
"1531" "7" "M" "A" "Trampa" 0 0 1 "HUNT46" 15 12 2011
"1532" "7" "F" "Y" "Trampa" 0 0 1 "HUNT46" 15 12 2011
"1533" "7" "M" "Y" "Trampa" 0 0 1 "HUNT46" 15 12 2011
"1534" "7" "F" "A" "Escopeta" 1 3 1 "HUNT46" 15 12 2011
"1535" "7" "M" "A" "Escopeta" 0 2 1 "HUNT46" 15 12 2011
"1536" "7" "F" "Y" "Escopeta" 0 2 1 "HUNT46" 15 12 2011
"1537" "7" "M" "Y" "Escopeta" 0 0 1 "HUNT46" 15 12 2011
"1538" "4" "F" "A" "Escopeta" 0 18 4 "HUNT47" 2 9 2010
"1539" "4" "M" "A" "Escopeta" 0 6 4 "HUNT47" 2 9 2010
"1540" "4" "M" "A" "Escopeta" 1 2 2 "HUNT47" 3 10 2010
"1541" "4" "F" "A" "Escopeta" 0 4 2 "HUNT47" 3 10 2010
"1542" "4" "M" "Y" "Escopeta" 0 2 2 "HUNT47" 3 10 2010
"1543" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT47" 3 10 2010
"1544" "3" "F" "A" "Trampa" 0 6 1 "HUNT47" 4 11 2010
"1545" "3" "M" "A" "Trampa" 0 2 1 "HUNT47" 4 11 2010
"1546" "4" "F" "A" "Escopeta" 0 3 1 "HUNT47" 5 12 2010
"1547" "4" "M" "A" "Escopeta" 0 2 1 "HUNT47" 5 12 2010
"1548" "3" "F" "A" "Escopeta" 0 3 1 "HUNT47" 6 1 2011
"1549" "3" "M" "A" "Escopeta" 0 1 1 "HUNT47" 6 1 2011
"1550" "3" "F" "A" "Escopeta" 0 5 1 "HUNT47" 7 4 2011
"1551" "3" "M" "A" "Escopeta" 0 2 1 "HUNT47" 7 4 2011
"1552" "3" "F" "A" "Escopeta" 0 6 1 "HUNT47" 16 1 2012
"1553" "3" "M" "A" "Escopeta" 0 2 1 "HUNT47" 16 1 2012
"1554" "4" "F" "A" "Escopeta" 0 6 1 "HUNT47" 18 4 2012
"1555" "4" "M" "A" "Escopeta" 0 4 1 "HUNT47" 18 4 2012
"1556" "3" "F" "A" "Escopeta" 0 6 3 "HUNT47" 19 5 2012
"1557" "5" "F" "A" "Escopeta" 1 11 3 "HUNT47" 19 5 2012
"1558" "3" "M" "A" "Escopeta" 0 3 3 "HUNT47" 19 5 2012
"1559" "5" "M" "A" "Escopeta" 2 3 3 "HUNT47" 19 5 2012
"1560" "3" "F" "Y" "Escopeta" 0 2 3 "HUNT47" 19 5 2012
"1561" "5" "F" "Y" "Escopeta" 0 6 3 "HUNT47" 19 5 2012
"1562" "3" "M" "Y" "Escopeta" 0 0 3 "HUNT47" 19 5 2012
"1563" "5" "M" "Y" "Escopeta" 1 1 3 "HUNT47" 19 5 2012
"1564" "4" "F" "A" "Escopeta" 0 4 1 "HUNT47" 20 6 2012
"1565" "4" "M" "A" "Escopeta" 0 3 1 "HUNT47" 20 6 2012
"1566" "4" "F" "A" "Escopeta" 0 4 1 "HUNT47" 21 7 2012
"1567" "4" "M" "A" "Escopeta" 0 2 1 "HUNT47" 21 7 2012
"1568" "4" "F" "Y" "Escopeta" 0 0 1 "HUNT47" 21 7 2012
"1569" "4" "M" "Y" "Escopeta" 0 1 1 "HUNT47" 21 7 2012
"1570" "4" "F" "A" "Trampa" 0 2 2 "HUNT47" 22 8 2012
"1571" "4" "M" "A" "Trampa" 0 2 2 "HUNT47" 22 8 2012
"1572" "4" "F" "Y" "Trampa" 0 2 2 "HUNT47" 22 8 2012
"1573" "4" "M" "Y" "Trampa" 0 0 2 "HUNT47" 22 8 2012
"1574" "4" "F" "A" "Escopeta" 0 6 2 "HUNT47" 22 8 2012
"1575" "4" "M" "A" "Escopeta" 0 7 2 "HUNT47" 22 8 2012
"1576" "4" "F" "Y" "Escopeta" 0 2 2 "HUNT47" 22 8 2012
"1577" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT47" 22 8 2012
"1578" "3" "F" "A" "Escopeta" 0 10 2 "HUNT47" 23 10 2012
"1579" "3" "M" "A" "Escopeta" 0 5 2 "HUNT47" 23 10 2012
"1580" "3" "F" "Y" "Escopeta" 0 2 2 "HUNT47" 23 10 2012
"1581" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT47" 23 10 2012
"1582" "4" "F" "A" "Escopeta" 0 5 2 "HUNT47" 24 11 2012
"1583" "3" "F" "A" "Escopeta" 0 5 2 "HUNT47" 24 11 2012
"1584" "4" "M" "A" "Escopeta" 0 1 2 "HUNT47" 24 11 2012
"1585" "3" "M" "A" "Escopeta" 0 2 2 "HUNT47" 24 11 2012
"1586" "4" "F" "Y" "Escopeta" 0 3 2 "HUNT47" 24 11 2012
"1587" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT47" 24 11 2012
"1588" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT47" 24 11 2012
"1589" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT47" 24 11 2012
"1590" "3" "M" "A" "Trampa" 0 1 1 "HUNT47" 31 7 2013
"1591" "3" "F" "A" "Trampa" 0 3 1 "HUNT47" 31 7 2013
"1592" "3" "F" "Y" "Trampa" 0 2 2 "HUNT47" 32 8 2013
"1593" "3" "M" "Y" "Trampa" 0 2 2 "HUNT47" 32 8 2013
"1594" "3" "F" "A" "Trampa" 1 6 2 "HUNT47" 32 8 2013
"1595" "3" "M" "A" "Trampa" 1 4 2 "HUNT47" 32 8 2013
"1596" "1" "F" "A" "Trampa" 2 0 1 "HUNT48" 12 9 2011
"1597" "2" "M" "A" "Escopeta" 2 2 1 "HUNT48" 16 1 2012
"1598" "2" "F" "A" "Escopeta" 0 4 1 "HUNT48" 16 1 2012
"1599" "3" "F" "A" "Escopeta" 0 5 1 "HUNT48" 17 3 2012
"1600" "3" "M" "A" "Escopeta" 0 2 1 "HUNT48" 17 3 2012
"1601" "3" "M" "A" "Escopeta" 0 6 2 "HUNT48" 18 4 2012
"1602" "3" "F" "A" "Escopeta" 0 5 2 "HUNT48" 18 4 2012
"1603" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT48" 18 4 2012
"1604" "3" "F" "Y" "Escopeta" 0 2 2 "HUNT48" 18 4 2012
"1605" "3" "F" "A" "Escopeta" 0 6 2 "HUNT48" 19 5 2012
"1606" "2" "F" "A" "Escopeta" 0 4 2 "HUNT48" 19 5 2012
"1607" "3" "M" "A" "Escopeta" 0 1 2 "HUNT48" 19 5 2012
"1608" "2" "M" "A" "Escopeta" 0 3 2 "HUNT48" 19 5 2012
"1609" "1" "M" "A" "Escopeta" 1 0 1 "HUNT49" 1 8 2010
"1610" "1" "F" "A" "Trampa" 3 0 1 "HUNT50" 10 7 2011
"1611" "1" "F" "A" "Trampa" 2 2 1 "HUNT50" 12 9 2011
"1612" "1" "F" "A" "Trampa" 1 2 1 "HUNT50" 13 10 2011
"1613" "1" "M" "A" "Trampa" 1 0 1 "HUNT50" 13 10 2011
"1614" "2" "F" "A" "Escopeta" 1 2 1 "HUNT51" 1 8 2010
"1615" "2" "M" "A" "Escopeta" 0 1 1 "HUNT51" 1 8 2010
"1616" "2" "F" "Y" "Escopeta" 1 0 1 "HUNT51" 1 8 2010
"1617" "2" "M" "Y" "Escopeta" 0 1 1 "HUNT51" 1 8 2010
"1618" "2" "F" "A" "Escopeta" 1 4 2 "HUNT51" 3 10 2010
"1619" "2" "M" "A" "Escopeta" 0 3 2 "HUNT51" 3 10 2010
"1620" "2" "F" "Y" "Escopeta" 0 1 2 "HUNT51" 3 10 2010
"1621" "2" "M" "Y" "Escopeta" 0 1 2 "HUNT51" 3 10 2010
"1622" "2" "F" "A" "Escopeta" 0 4 1 "HUNT51" 5 12 2010
"1623" "2" "M" "A" "Escopeta" 0 1 1 "HUNT51" 5 12 2010
"1624" "4" "F" "A" "Escopeta" 0 4 1 "HUNT51" 6 1 2011
"1625" "4" "M" "A" "Escopeta" 0 4 1 "HUNT51" 6 1 2011
"1626" "1" "F" "A" "Trampa" 1 0 1 "HUNT51" 26 2 2013
"1627" "1" "F" "Y" "Trampa" 1 0 1 "HUNT51" 26 2 2013
"1628" "2" "M" "A" "Trampa" 0 4 2 "HUNT51" 27 3 2013
"1629" "2" "F" "A" "Trampa" 1 4 2 "HUNT51" 27 3 2013
"1630" "2" "F" "A" "Trampa" 1 2 1 "HUNT51" 29 5 2013
"1631" "2" "M" "A" "Trampa" 1 0 1 "HUNT51" 29 5 2013
"1632" "2" "M" "A" "Trampa" 2 2 4 "HUNT51" 31 7 2013
"1633" "1" "M" "A" "Trampa" 2 0 4 "HUNT51" 31 7 2013
"1634" "2" "F" "A" "Trampa" 1 0 4 "HUNT51" 31 7 2013
"1635" "1" "F" "A" "Trampa" 0 0 4 "HUNT51" 31 7 2013
"1636" "4" "F" "A" "Escopeta" 0 7 1 "HUNT52" 10 7 2011
"1637" "4" "F" "Y" "Escopeta" 0 2 1 "HUNT52" 10 7 2011
"1638" "2" "F" "A" "Escopeta" 2 4 2 "HUNT53" 1 8 2010
"1639" "2" "M" "A" "Escopeta" 0 4 2 "HUNT53" 1 8 2010
"1640" "2" "M" "A" "Escopeta" 0 9 6 "HUNT53" 2 9 2010
"1641" "4" "M" "A" "Escopeta" 0 1 6 "HUNT53" 2 9 2010
"1642" "2" "F" "A" "Escopeta" 0 11 6 "HUNT53" 2 9 2010
"1643" "4" "F" "A" "Escopeta" 0 9 6 "HUNT53" 2 9 2010
"1644" "2" "M" "Y" "Escopeta" 0 0 6 "HUNT53" 2 9 2010
"1645" "4" "M" "Y" "Escopeta" 0 1 6 "HUNT53" 2 9 2010
"1646" "2" "F" "Y" "Escopeta" 0 0 6 "HUNT53" 2 9 2010
"1647" "4" "F" "Y" "Escopeta" 0 1 6 "HUNT53" 2 9 2010
"1648" "2" "F" "A" "Escopeta" 2 24 8 "HUNT53" 3 10 2010
"1649" "3" "F" "A" "Escopeta" 0 3 8 "HUNT53" 3 10 2010
"1650" "1" "F" "A" "Escopeta" 0 0 8 "HUNT53" 3 10 2010
"1651" "2" "M" "A" "Escopeta" 0 11 8 "HUNT53" 3 10 2010
"1652" "3" "M" "A" "Escopeta" 0 2 8 "HUNT53" 3 10 2010
"1653" "1" "M" "A" "Escopeta" 0 0 8 "HUNT53" 3 10 2010
"1654" "2" "F" "Y" "Escopeta" 0 3 8 "HUNT53" 3 10 2010
"1655" "3" "F" "Y" "Escopeta" 0 0 8 "HUNT53" 3 10 2010
"1656" "1" "F" "Y" "Escopeta" 1 0 8 "HUNT53" 3 10 2010
"1657" "2" "M" "Y" "Escopeta" 0 1 8 "HUNT53" 3 10 2010
"1658" "3" "M" "Y" "Escopeta" 0 0 8 "HUNT53" 3 10 2010
"1659" "1" "M" "Y" "Escopeta" 1 0 8 "HUNT53" 3 10 2010
"1660" "4" "F" "A" "Escopeta" 2 23 4 "HUNT53" 4 11 2010
"1661" "4" "M" "A" "Escopeta" 1 14 4 "HUNT53" 4 11 2010
"1662" "4" "F" "Y" "Escopeta" 0 2 4 "HUNT53" 4 11 2010
"1663" "4" "M" "Y" "Escopeta" 0 3 4 "HUNT53" 4 11 2010
"1664" "4" "F" "A" "Escopeta" 0 9 2 "HUNT53" 5 12 2010
"1665" "4" "M" "A" "Escopeta" 0 5 2 "HUNT53" 5 12 2010
"1666" "4" "F" "Y" "Escopeta" 0 1 2 "HUNT53" 5 12 2010
"1667" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT53" 5 12 2010
"1668" "4" "F" "A" "Escopeta" 0 6 1 "HUNT53" 6 1 2011
"1669" "4" "M" "A" "Escopeta" 0 2 1 "HUNT53" 6 1 2011
"1670" "4" "F" "Y" "Escopeta" 0 2 1 "HUNT53" 6 1 2011
"1671" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT53" 6 1 2011
"1672" "4" "F" "A" "Escopeta" 1 9 3 "HUNT53" 7 4 2011
"1673" "4" "M" "A" "Escopeta" 1 6 3 "HUNT53" 7 4 2011
"1674" "4" "M" "A" "Escopeta" 0 1 3 "HUNT53" 8 5 2011
"1675" "2" "M" "A" "Escopeta" 0 2 3 "HUNT53" 8 5 2011
"1676" "3" "M" "A" "Escopeta" 0 4 3 "HUNT53" 8 5 2011
"1677" "4" "F" "A" "Escopeta" 0 4 3 "HUNT53" 8 5 2011
"1678" "2" "F" "A" "Escopeta" 0 3 3 "HUNT53" 8 5 2011
"1679" "3" "F" "A" "Escopeta" 0 3 3 "HUNT53" 8 5 2011
"1680" "3" "F" "A" "Escopeta" 2 13 3 "HUNT53" 9 6 2011
"1681" "3" "M" "A" "Escopeta" 1 8 3 "HUNT53" 9 6 2011
"1682" "4" "F" "A" "Escopeta" 1 16 3 "HUNT53" 10 7 2011
"1683" "4" "M" "A" "Escopeta" 0 7 3 "HUNT53" 10 7 2011
"1684" "4" "F" "A" "Escopeta" 0 28 4 "HUNT53" 11 8 2011
"1685" "4" "M" "A" "Escopeta" 2 16 4 "HUNT53" 11 8 2011
"1686" "4" "F" "A" "Escopeta" 4 11 2 "HUNT53" 12 9 2011
